# x1, x2, class
0.95154,-0.97901,0
-2.05079,3.09700,1
2.00811,-3.07351,0
-2.46380,2.54903,1
2.77077,-2.93206,0
-2.50358,1.64281,1
2.29042,-2.11537,0
-4.44132,2.54038,1
1.15680,-2.73967,0
-1.87170,0.52374,1
-0.95898,-0.69667,0
-2.25655,1.63075,1
0.82255,-1.40469,0
-3.08498,1.42115,1
1.05536,-2.98732,0
-1.11121,2.51913,1
1.92956,-2.56561,0
-2.29877,2.49307,1
1.53844,-2.28478,0
-1.59837,0.83948,1
1.80861,-2.12028,0
-1.73743,3.45810,1
1.49434,-0.23716,0
-3.49815,0.66924,1
2.06126,-0.47047,0
-2.34622,2.86490,1
2.42915,-1.55079,0
-0.91693,2.12216,1
0.96569,-1.66867,0
-3.05501,1.67379,1
1.71107,-0.42742,0
-3.25179,2.06340,1
3.12322,-2.25180,0
-3.63026,1.76286,1
3.72631,-2.73449,0
-0.35479,2.21267,1
0.99294,-3.16672,0
-1.88012,1.88610,1
-1.24785,-1.88416,0
-0.71268,1.70328,1
0.08863,-2.30624,0
-1.78767,2.71927,1
2.26614,-1.29080,0
-0.97437,2.45010,1
3.96055,-1.93447,0
-2.65299,1.86219,1
0.27017,-2.11405,0
-2.02879,1.61797,1
0.57164,-2.21042,0
-1.17295,3.66661,1
1.77261,-1.51922,0
-3.14656,1.29094,1
0.17844,-2.12104,0
-2.38086,2.02597,1
2.14627,-1.72331,0
-3.37933,2.20243,1
2.46793,-1.22161,0
-1.75877,3.43586,1
1.48375,-2.34598,0
-1.69588,0.76163,1
1.26779,-1.80896,0
-0.19408,2.92771,1
-0.01715,-1.80481,0
-1.33609,3.23736,1
3.21647,-1.84802,0
-1.34697,2.94777,1
2.26883,-3.25827,0
-2.96009,3.03901,1
0.93515,-2.80124,0
-2.22518,3.11430,1
2.93417,-2.48413,0
-2.03559,2.38716,1
2.56046,-2.40875,0
0.04298,1.51744,1
1.33504,-1.19944,0
-2.35999,2.11933,1
4.42472,-0.80357,0
-2.08064,3.51961,1
1.59476,-3.26759,0
-2.67817,3.58184,1
1.05987,-2.55913,0
-2.68243,2.42007,1
1.91558,-2.26321,0
-0.76223,0.17311,1
-0.02824,-2.75999,0
-1.58668,1.69955,1
2.30720,-2.06330,0
-1.57187,0.73167,1
1.58204,-2.31861,0
-0.82981,2.98856,1
1.89191,-1.77165,0
-1.68381,2.65295,1
2.77207,-2.17128,0
-2.03543,1.78973,1
3.96577,-0.97943,0
-0.56094,1.46339,1
1.21075,-0.02944,0
-1.61441,2.06294,1
2.62652,-0.85615,0
-2.97803,1.30643,1
1.02378,-3.46855,0
-3.43729,0.92694,1
3.40051,-1.41301,0
-1.95932,1.62035,1
0.56899,-3.55412,0
-3.13606,2.13883,1
-0.15304,-1.88524,0
-1.95289,2.39192,1
2.71140,-0.82691,0
-3.30130,2.34818,1
2.25306,-0.27321,0
-0.46077,1.09044,1
1.43311,-2.48469,0
-3.92529,2.01599,1
1.72623,-1.18268,0
-3.45982,2.45502,1
1.50847,-1.60526,0
-3.47201,3.13393,1
3.30188,-1.39267,0
-2.02945,1.97545,1
2.82999,-2.20934,0
-2.89371,1.78958,1
2.49059,-1.07292,0
-2.84899,5.09017,1
1.05216,-2.73470,0
-2.09146,1.85184,1
4.12510,-2.69155,0
-2.77736,2.77043,1
1.15703,-0.73410,0
-1.89740,1.04268,1
0.91414,-1.75158,0
-0.41313,1.44336,1
0.74008,-3.38412,0
-0.87643,3.75007,1
2.05629,-2.23671,0
-2.55028,2.86464,1
2.28842,-1.71419,0
-1.69993,0.78897,1
3.43348,-0.67888,0
-1.89224,1.41009,1
3.21827,-1.06071,0
-0.26737,2.66565,1
3.15040,0.53217,0
-3.39751,2.10270,1
2.07979,-3.21455,0
-3.66637,2.16409,1
1.23426,-2.96498,0
-2.21567,1.61973,1
1.96387,0.27391,0
-1.40648,1.20071,1
2.50432,-2.06354,0
-1.93645,1.50131,1
0.78164,-1.15025,0
-0.63177,2.05922,1
3.81765,-1.96200,0
-2.16481,0.81881,1
3.64529,-3.17716,0
-1.07395,1.71340,1
1.66996,-0.94641,0
-2.45578,2.96186,1
2.37669,-3.86351,0
-0.21880,1.31646,1
2.22961,-1.92247,0
-3.55653,1.03427,1
1.83879,-2.98488,0
-2.75703,1.45659,1
2.08710,-2.39330,0
-3.41765,1.39690,1
1.46865,-2.72816,0
-1.74626,2.85961,1
2.53774,-1.91103,0
-1.39597,1.13540,1
2.49364,-3.34711,0
-1.81484,2.55847,1
4.06831,-2.62387,0
0.46695,0.99935,1
2.49989,-1.40912,0
-1.81011,2.90368,1
-0.67956,-2.62857,0
-4.26511,1.98993,1
3.62461,-0.74292,0
-1.03501,2.44801,1
2.35383,-2.63943,0
-1.36899,2.26730,1
3.39262,-2.55192,0
-2.64876,2.60732,1
1.58856,-1.62383,0
-3.46063,0.52408,1
3.76139,-0.78967,0
-1.34795,1.93454,1
1.12758,-0.71133,0
-2.99578,1.70032,1
1.48176,-0.89244,0
-3.58080,2.16180,1
2.02438,-3.65958,0
-3.73713,2.12042,1
1.78433,-3.69378,0
-3.07142,1.76587,1
1.60847,-1.77232,0
-1.75578,2.68989,1
2.83006,-0.32906,0
-3.47066,2.66467,1
1.28183,-2.00283,0
-0.59774,4.18080,1
2.68281,-4.45824,0
-0.87188,1.38846,1
0.87871,-3.23124,0
-2.49158,2.54878,1
1.53024,-2.24415,0
-1.59454,-0.14045,1
3.56932,-2.51738,0
-2.45525,3.16413,1
1.55928,0.20061,0
-1.76771,2.11071,1
2.28621,-2.28151,0
-2.34090,2.20581,1
1.80034,-0.15603,0
-1.12447,1.75032,1
3.53577,-1.75467,0
-1.37962,2.82130,1
3.30252,-1.89258,0
-1.14540,4.02628,1
3.68574,-2.51590,0
-2.98149,-0.55457,1
2.59719,-3.24777,0
-2.84476,1.72888,1
1.81517,-2.65400,0
-1.71211,2.36215,1
2.69574,-3.65011,0
-3.17845,1.19515,1
3.20368,-2.74210,0
-0.76205,3.75828,1
0.46096,-1.53614,0
-3.37589,2.19216,1
1.72740,0.14715,0
-3.25960,1.64503,1
2.28399,-2.19400,0
-2.01504,2.96845,1
1.11982,-2.66025,0
-0.81469,-0.74706,1
2.57932,-3.20056,0
-1.00202,2.12499,1
1.28541,-1.98092,0
-2.06786,0.82266,1
0.63432,-2.93086,0
-3.52739,2.62622,1
1.07244,-1.36928,0
-2.39324,2.36765,1
2.10954,-1.50981,0
-3.30602,3.46432,1
3.21063,-1.69661,0
-2.75807,1.29542,1
1.75121,-1.20709,0
-1.77658,0.89058,1
2.15235,-1.36866,0
-2.31040,3.20577,1
3.29115,-1.81180,0
-2.03638,1.34792,1
2.76247,-1.09693,0
-0.59872,2.98096,1
1.84799,-3.19030,0
0.49685,2.57918,1
1.46683,-0.11507,0
-0.74687,1.42584,1
2.62553,-3.26600,0
-1.92514,3.63453,1
2.22666,-1.39160,0
-2.77022,3.91569,1
2.40478,-3.20069,0
-2.17767,1.89169,1
3.75941,-2.10292,0
-2.56654,2.60669,1
1.48037,-2.24901,0
-2.93278,2.32369,1
1.63228,-2.18181,0
-2.58399,1.79618,1
1.94029,-0.85976,0
-2.02608,1.38063,1
1.60398,-2.95523,0
-1.35518,3.48170,1
3.55443,-1.00666,0
-1.53462,2.32570,1
2.12640,-1.89503,0
-1.27420,1.62991,1
1.46587,0.28676,0
-1.79949,0.06453,1
2.89882,-2.06896,0
-2.64407,2.57729,1
1.54529,-0.52004,0
-1.93528,1.51014,1
1.19037,-3.02499,0
-0.36701,0.90630,1
1.33356,-2.21769,0
-0.19872,1.07481,1
1.48840,-2.11217,0
-2.23611,3.76452,1
1.03335,-2.89062,0
0.50782,1.66346,1
3.45124,-1.75421,0
-2.74079,1.46858,1
1.78248,-0.38392,0
-1.89693,1.70450,1
2.39309,-1.63084,0
-3.44684,3.49915,1
2.78612,-0.54172,0
